age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
30,3,159442,9,5,0,1,4,0,0,0,40,39,<=50K
37,3,80638,13,2,7,0,1,1,0,0,30,3,<=50K
52,3,192390,9,2,6,0,4,1,0,0,40,39,>50K
22,3,191324,10,4,11,3,4,1,0,0,25,39,<=50K
19,6,73009,10,4,0,3,4,1,0,0,15,39,<=50K
52,3,177858,9,0,2,2,4,1,0,0,55,39,>50K
42,3,163003,13,3,13,3,1,0,0,0,40,39,<=50K
35,3,95551,9,5,3,1,4,0,0,0,36,39,<=50K
27,3,125298,10,4,0,4,4,0,0,0,50,39,<=50K
54,6,198186,9,4,7,1,2,0,0,0,38,39,<=50K
37,3,295949,9,2,2,0,4,1,0,1628,40,39,<=50K
37,3,182668,6,2,14,0,4,1,0,0,35,39,<=50K
63,3,171635,13,2,12,0,4,1,0,0,40,39,<=50K
19,3,376240,9,4,6,3,4,1,0,0,42,39,<=50K
28,3,157391,13,4,12,3,4,0,0,0,40,39,<=50K
23,2,114357,10,4,8,1,4,1,0,0,40,39,<=50K
44,3,178134,15,4,10,1,4,0,0,0,40,39,>50K
31,3,207201,10,2,2,0,4,1,0,0,40,39,>50K
35,3,124483,13,4,12,1,1,1,0,0,50,0,>50K
64,3,102103,9,0,9,1,4,0,0,0,50,39,<=50K
40,3,92036,9,2,5,0,4,1,0,0,40,39,>50K
59,1,236426,12,0,10,1,4,0,0,0,50,39,<=50K
22,3,400966,10,4,0,3,4,0,0,0,40,39,<=50K
40,3,404573,10,4,12,1,4,0,0,0,44,39,<=50K
20,3,145917,10,4,0,3,4,0,0,0,15,39,<=50K
35,1,190226,9,4,11,3,4,1,0,0,40,39,<=50K
28,3,356555,10,2,3,0,4,1,0,0,48,39,<=50K
28,3,66473,9,0,6,3,4,1,0,0,40,39,<=50K
37,2,172256,10,2,8,0,4,1,0,0,20,39,<=50K
72,2,118902,16,2,8,0,4,1,0,2392,6,39,>50K
25,4,163039,12,4,12,1,4,1,0,0,60,39,<=50K
37,3,89559,9,0,0,4,4,0,0,0,40,39,<=50K
19,2,35507,10,4,8,3,4,0,0,0,45,39,<=50K
31,3,163303,11,0,12,3,4,0,0,0,38,39,<=50K
41,3,192712,9,4,0,2,4,0,0,0,40,39,<=50K
31,3,381153,6,2,13,0,4,1,0,0,40,39,>50K
44,3,222434,9,2,2,0,4,1,0,0,40,39,<=50K
20,3,34706,10,4,3,1,2,1,0,0,47,39,<=50K
57,5,47857,10,2,4,0,4,1,0,0,50,39,<=50K
26,3,195216,9,0,7,1,4,0,0,0,12,39,<=50K
44,4,103643,9,2,3,0,4,1,5013,0,60,12,<=50K
29,1,329426,9,4,11,1,4,1,0,0,40,39,<=50K
36,3,183612,9,2,10,0,4,1,0,1977,40,39,>50K
40,3,184105,11,2,2,0,4,1,0,0,40,39,>50K
21,3,211385,12,4,7,1,2,1,0,0,35,23,<=50K
21,3,61777,10,4,2,1,4,1,0,0,70,39,<=50K
34,5,320194,15,5,10,4,4,1,0,0,48,39,>50K
24,3,199444,13,4,3,3,4,0,0,0,15,39,<=50K
28,3,312588,6,0,7,1,4,0,0,0,40,39,<=50K
35,3,168675,9,5,14,3,4,1,0,0,50,39,<=50K
35,3,87556,9,0,2,1,4,1,0,0,40,39,<=50K
38,6,220421,13,4,3,1,4,0,0,0,40,39,<=50K
44,0,404599,9,0,0,4,2,0,0,0,40,39,<=50K
39,3,99065,13,2,5,5,4,0,0,0,40,31,>50K
57,1,109973,9,0,7,1,4,0,0,0,40,39,<=50K
19,3,246652,10,4,12,3,4,0,0,0,40,39,<=50K
29,3,57423,11,2,6,0,4,1,0,0,48,39,<=50K
23,3,291248,9,4,6,2,2,1,0,0,40,39,<=50K
50,3,163708,9,6,7,4,4,0,0,0,40,39,<=50K
51,5,240358,10,2,2,0,4,1,0,0,20,39,<=50K
28,3,25955,11,0,2,1,0,1,0,0,40,39,<=50K
44,3,101593,13,2,12,0,4,1,0,0,60,39,<=50K
29,5,227890,13,4,10,1,2,1,0,0,40,39,<=50K
31,3,225053,9,0,14,1,4,1,0,0,45,39,<=50K
27,3,228472,13,2,2,0,4,1,0,0,45,39,>50K
34,3,245378,13,2,3,0,4,1,0,0,45,39,<=50K
50,4,156623,15,2,10,0,1,1,7688,0,50,30,>50K
27,3,35032,10,2,5,0,4,1,0,0,40,39,>50K
31,3,258849,11,4,0,4,2,0,0,0,40,39,<=50K
46,3,190115,12,2,2,0,4,1,0,0,40,39,>50K
39,3,63910,10,4,0,3,1,0,0,0,40,39,<=50K
40,3,510072,13,2,12,0,4,1,0,0,55,39,>50K
28,3,210867,7,0,12,3,4,1,0,0,40,39,<=50K
18,3,263024,9,4,12,3,4,0,0,0,40,39,<=50K
51,3,306785,9,0,0,1,4,0,0,0,40,39,<=50K
58,4,104333,9,0,12,1,4,1,0,0,50,39,<=50K
66,3,340734,9,2,12,0,4,1,0,0,40,39,<=50K
36,5,288585,9,2,7,5,1,0,0,0,20,35,<=50K
38,3,241765,7,0,5,1,4,0,0,0,60,39,<=50K
25,3,111058,12,4,3,3,4,1,0,0,40,39,<=50K
25,3,104662,9,4,7,4,4,0,0,0,22,39,<=50K
41,1,52037,10,0,0,4,4,0,0,0,40,39,<=50K
34,2,146589,9,4,8,4,2,0,0,0,40,39,<=50K
33,3,131776,13,0,10,4,4,0,914,0,40,11,<=50K
33,3,254221,9,4,0,1,4,0,0,0,40,39,<=50K
35,3,152909,13,2,3,0,4,1,0,1887,45,39,>50K
39,5,211785,9,4,2,3,2,0,0,0,20,39,<=50K
59,3,160362,9,2,12,0,4,1,0,0,60,39,<=50K
19,3,387215,10,4,13,3,4,1,0,1719,16,39,<=50K
39,3,187046,9,2,12,0,4,1,4064,0,38,39,<=50K
19,2,208874,10,4,8,3,4,1,0,0,40,39,<=50K
27,3,169631,9,4,5,3,4,0,0,0,40,39,<=50K
59,5,80467,9,0,7,3,4,0,0,0,24,39,<=50K
28,3,407672,10,0,2,4,4,0,0,0,40,39,<=50K
37,3,243425,9,0,7,2,4,0,0,0,50,29,<=50K
50,2,174964,6,2,8,0,4,1,0,0,99,39,<=50K
36,3,347491,13,2,3,0,4,1,0,0,50,39,>50K
34,3,146161,13,2,10,0,4,1,0,0,60,39,>50K
23,3,449432,10,4,0,3,4,1,0,0,40,39,<=50K
19,2,175499,7,4,8,3,4,0,0,0,30,39,<=50K
33,3,288825,9,0,2,1,4,1,0,2258,84,39,<=50K
27,1,134813,14,4,10,3,4,1,0,0,52,39,<=50K
31,1,190401,14,2,10,0,4,1,0,0,40,39,<=50K
21,3,260617,6,2,6,0,4,1,0,0,36,39,<=50K
31,3,45604,9,2,3,0,4,1,0,0,54,39,<=50K
59,3,67841,9,2,5,0,4,1,0,0,40,39,>50K
40,1,244522,14,2,10,0,4,1,0,1902,48,39,>50K
19,3,430471,7,4,5,3,4,1,0,0,40,39,<=50K
47,3,194698,9,2,14,0,4,1,0,0,50,39,<=50K
34,3,94235,13,4,2,4,4,1,0,0,40,39,<=50K
57,3,188330,9,2,7,0,4,1,0,0,78,39,<=50K
51,1,146181,5,2,14,0,2,1,0,0,40,39,<=50K
21,3,177125,10,4,5,1,4,1,0,0,20,39,<=50K
30,4,68330,10,2,12,0,4,1,0,0,50,39,<=50K
46,3,95636,10,0,5,1,4,1,0,0,45,39,<=50K
40,3,238329,13,4,12,1,4,0,0,0,45,39,<=50K
23,3,285004,13,4,12,1,1,1,0,0,50,36,<=50K
25,3,186294,9,4,0,1,4,0,0,0,50,39,<=50K
43,3,188786,10,0,14,1,4,1,0,0,45,39,<=50K
38,6,31352,10,0,11,4,0,0,0,0,40,39,>50K
22,3,197613,11,4,7,1,4,0,0,0,30,39,<=50K
33,1,161942,13,4,0,1,4,0,1055,0,40,39,<=50K
34,3,275438,10,2,10,0,4,1,5178,0,40,39,>50K
65,3,361721,11,2,14,0,4,1,0,0,20,39,<=50K
50,3,144968,9,4,13,3,4,1,0,0,15,39,<=50K
29,3,190539,13,4,12,1,4,1,6849,0,48,39,<=50K
25,3,178037,9,2,14,0,4,1,0,0,40,39,<=50K
54,3,306985,10,0,0,1,4,0,0,0,40,39,<=50K
49,3,87928,9,2,0,0,4,1,0,0,40,39,>50K
44,3,242619,10,2,6,0,4,1,0,0,40,39,<=50K
24,3,154165,5,0,7,3,4,0,0,0,40,39,<=50K
25,3,511331,13,4,12,1,4,1,0,0,38,39,<=50K
65,1,221026,9,2,14,0,4,1,0,0,20,39,<=50K
56,5,222182,9,2,3,0,2,1,0,0,45,39,<=50K
39,5,126569,15,2,10,0,4,1,15024,0,60,39,>50K
23,3,202344,13,4,10,3,4,0,0,0,40,39,<=50K
20,3,190423,10,4,7,1,4,0,0,0,20,39,<=50K
41,3,221947,10,2,3,0,4,1,0,1887,50,39,>50K
40,4,37997,10,2,4,0,4,1,0,0,50,39,<=50K
55,3,147098,9,2,2,0,4,1,0,0,50,39,>50K
38,3,278253,9,0,0,4,4,0,0,0,48,39,<=50K
23,3,195411,9,4,0,4,2,0,0,0,40,39,<=50K
44,3,76196,13,2,3,0,4,1,0,0,50,39,<=50K
45,3,120131,10,2,2,0,4,1,0,1887,40,39,>50K
20,5,186014,10,4,0,3,4,0,0,0,12,11,<=50K
29,3,205903,9,4,7,3,4,1,0,0,40,39,<=50K
43,6,125405,9,2,11,0,4,1,0,0,40,39,<=50K
30,3,219838,8,0,6,1,4,1,0,0,40,39,<=50K
28,6,19395,10,4,0,1,4,0,0,0,38,39,<=50K
31,3,223327,9,2,3,0,4,1,0,0,40,39,>50K
52,3,114062,9,0,2,4,4,0,0,0,40,39,<=50K
36,3,95654,13,2,10,5,4,0,0,0,50,20,>50K
38,3,177305,9,2,2,0,4,1,0,0,45,39,<=50K
66,2,299616,10,2,8,0,4,1,0,0,40,39,<=50K
63,5,117681,11,2,4,0,4,1,0,0,40,39,<=50K
21,3,237651,10,4,7,3,4,1,0,0,35,39,<=50K
33,6,150570,9,0,0,1,4,1,0,0,40,39,<=50K
46,6,106705,10,0,10,4,4,0,1506,0,50,39,<=50K
20,2,174714,10,4,8,3,4,1,0,0,20,39,<=50K
47,4,175958,13,4,12,1,4,1,3325,0,60,39,<=50K
33,3,144064,16,2,10,0,4,1,0,0,55,39,>50K
20,3,54152,10,4,0,3,4,0,0,0,30,0,<=50K
28,3,152951,9,0,5,1,4,1,0,0,40,39,<=50K
46,3,190487,9,0,9,4,4,0,0,0,28,7,<=50K
25,3,306666,10,2,12,0,2,1,0,0,45,39,<=50K
37,3,195148,9,2,2,3,4,1,3137,0,40,39,<=50K
31,5,226624,5,2,2,0,4,1,0,0,60,39,<=50K
49,3,157569,9,2,2,0,4,1,0,0,40,39,<=50K
22,6,22966,10,3,13,4,4,1,0,0,20,39,<=50K
52,3,379682,11,2,7,5,4,0,0,0,20,39,>50K
29,3,446559,12,2,3,5,4,0,0,0,50,39,<=50K
18,3,41794,7,4,7,3,4,0,0,0,20,39,<=50K
31,1,90409,10,2,3,0,4,1,0,0,35,39,<=50K
23,3,125491,10,4,7,1,1,0,0,0,35,40,<=50K
27,2,129661,11,2,8,5,0,0,0,0,40,39,>50K
54,5,104748,6,2,12,0,4,1,0,0,65,39,<=50K
50,1,169182,9,0,7,4,4,0,0,0,49,6,<=50K
46,3,324655,14,2,13,0,4,1,0,1902,40,0,>50K
24,3,122272,13,4,4,3,4,0,0,0,40,39,<=50K
17,2,114798,7,4,8,3,4,0,0,0,18,39,<=50K
49,4,289707,9,5,7,1,4,1,0,0,45,39,<=50K
54,1,137691,9,2,2,0,4,1,0,0,40,39,>50K
41,3,84610,13,2,3,0,4,1,0,1902,60,39,>50K
49,3,166789,9,2,0,0,4,1,0,0,40,39,<=50K
36,1,348728,13,4,10,1,4,0,0,0,35,39,<=50K
23,3,348092,9,4,14,3,2,1,0,0,40,14,<=50K
63,3,154526,10,6,7,1,4,0,0,0,40,39,<=50K
67,3,288371,9,2,12,0,4,1,0,0,40,2,>50K
23,3,182342,9,4,2,1,4,1,0,0,40,39,<=50K
22,3,244366,13,4,10,3,4,1,0,0,40,39,<=50K
66,3,102423,11,2,0,0,4,1,0,0,30,39,<=50K
25,3,259688,7,2,2,0,4,1,0,0,50,39,<=50K
30,3,98733,10,0,6,4,4,0,0,0,20,39,<=50K
35,3,174856,9,2,14,0,4,1,2885,0,40,39,<=50K
30,3,327202,8,4,2,1,2,1,0,0,40,39,<=50K
26,3,76996,10,4,6,1,2,0,0,0,38,39,<=50K
34,3,260560,9,2,6,0,4,1,0,0,40,39,<=50K
21,3,370990,10,4,12,3,4,1,0,0,40,39,<=50K
18,3,129010,8,4,2,3,4,1,0,0,10,39,<=50K
21,3,452640,9,4,2,1,4,1,0,0,40,39,<=50K
51,0,45334,10,2,11,0,1,1,0,0,70,0,<=50K
26,3,229523,9,2,6,5,4,0,0,0,56,39,<=50K
18,3,127388,8,4,7,1,4,0,0,0,25,39,<=50K
18,2,395567,7,4,8,3,4,1,0,0,40,39,<=50K
34,3,119422,11,2,6,0,4,1,0,1672,50,39,<=50K
59,3,193895,9,0,3,1,4,0,0,0,40,39,<=50K
55,3,163083,13,5,3,1,4,1,14084,0,45,39,>50K
33,5,155343,10,4,4,1,4,1,0,0,72,39,<=50K
25,3,73895,9,4,7,3,4,0,0,0,10,39,<=50K
48,3,107682,9,6,6,1,4,0,0,0,10,39,<=50K
64,3,321166,13,0,12,1,4,0,0,0,5,39,<=50K
47,1,154940,14,4,10,1,4,0,0,0,45,39,>50K
26,3,103700,10,4,13,3,4,0,0,0,40,39,<=50K
36,3,63509,12,2,10,0,4,1,0,0,48,39,>50K
21,3,243842,9,2,4,0,4,1,0,0,40,39,<=50K
30,3,58597,9,4,6,3,4,1,0,0,44,39,<=50K
41,5,190290,9,0,2,1,4,1,0,0,40,39,<=50K
53,2,158352,14,4,8,1,4,0,8614,0,35,39,>50K
34,3,62165,10,4,12,2,2,1,0,0,30,39,<=50K
20,2,307149,10,4,8,3,4,0,0,0,35,39,<=50K
24,3,280134,6,4,12,1,4,1,0,0,49,8,<=50K
26,3,118736,13,4,10,1,4,0,0,0,20,39,<=50K
25,3,171114,9,4,0,1,4,0,0,0,48,39,<=50K
35,3,169638,10,0,12,4,4,0,0,0,36,39,<=50K
41,3,125461,10,0,2,1,4,1,0,0,40,39,>50K
33,3,145434,7,4,2,3,4,1,0,0,40,39,<=50K
18,3,152182,10,4,7,3,4,0,0,0,25,39,<=50K
27,4,233724,9,5,0,1,4,1,0,0,38,39,<=50K
32,3,153963,9,0,7,4,4,0,0,0,35,39,<=50K
51,1,88120,9,4,7,1,2,1,0,0,40,39,<=50K
38,3,96330,11,0,0,4,2,0,0,0,40,39,<=50K
41,1,66118,10,2,14,5,4,0,0,0,25,39,<=50K
26,3,182178,10,2,2,0,4,1,2829,0,40,39,<=50K
38,5,53628,11,0,3,4,4,1,0,0,35,39,<=50K
54,3,174865,5,2,3,0,4,1,0,0,45,39,>50K
30,3,66194,13,4,10,1,4,0,0,0,60,28,<=50K
31,3,73796,10,6,3,4,4,0,0,0,30,39,<=50K
26,6,28366,13,4,10,1,4,1,0,0,40,39,<=50K
75,5,231741,16,2,10,0,4,1,4931,0,3,39,<=50K
29,3,237865,14,4,14,3,2,1,0,0,40,39,<=50K
61,3,195453,9,2,3,0,4,1,0,0,50,39,>50K
24,3,116934,10,5,12,4,4,0,0,0,45,39,<=50K
22,2,87867,8,4,8,1,4,1,0,0,30,39,<=50K
34,3,456399,12,4,10,1,4,1,0,0,40,39,<=50K
42,3,263608,10,0,2,3,4,1,0,0,40,39,<=50K
24,3,263498,7,4,2,1,4,1,0,0,40,39,<=50K
42,5,183765,12,2,12,0,4,1,0,0,40,0,<=50K
27,0,469705,9,4,2,1,2,1,0,1980,40,39,<=50K
39,1,113253,13,2,10,5,4,0,0,0,50,39,>50K
20,3,138768,9,4,5,3,4,1,0,0,40,39,<=50K
51,3,302146,7,4,7,1,2,0,0,0,40,39,<=50K
68,3,253866,13,2,12,0,4,1,0,0,30,39,<=50K
28,0,214858,9,4,6,3,4,1,0,0,48,39,<=50K
43,3,243476,9,0,13,1,4,0,0,0,40,39,<=50K
35,3,169104,10,3,2,1,4,1,0,0,40,39,<=50K
44,3,103218,9,0,0,4,2,0,0,0,40,39,<=50K
41,3,57233,13,4,5,1,4,1,0,0,40,39,<=50K
44,3,228320,9,2,13,0,4,1,0,0,45,39,>50K
20,3,217421,9,2,0,2,4,0,0,0,40,39,<=50K
46,3,185041,9,2,2,0,4,1,0,0,75,39,>50K
27,5,37302,12,2,14,0,4,1,7688,0,70,39,>50K
32,3,261059,10,4,7,1,4,1,0,0,50,39,<=50K
46,3,59767,10,0,12,1,4,1,0,0,50,39,<=50K
26,3,333541,9,4,7,1,4,1,0,0,24,39,<=50K
20,3,133352,10,4,0,3,1,0,0,0,40,40,<=50K
36,3,99270,9,2,4,5,4,0,0,0,40,39,<=50K
49,3,204629,13,2,3,0,4,1,0,0,40,39,>50K
32,3,34104,9,2,3,0,4,1,3103,0,55,39,>50K
32,3,312667,13,2,10,0,4,1,15024,0,50,39,>50K
49,3,329603,13,2,2,0,4,1,0,1902,40,39,>50K
36,3,281021,9,4,14,1,4,1,0,0,45,39,<=50K
22,3,275385,10,4,7,2,4,1,0,0,25,39,<=50K
52,0,129177,9,0,0,1,4,0,0,0,40,39,<=50K
42,3,385591,9,2,3,0,4,1,0,0,50,39,>50K
22,2,201179,10,4,8,3,4,1,0,0,40,39,<=50K
72,3,38360,9,6,7,4,4,0,0,0,16,39,<=50K
30,1,73796,13,5,10,1,4,0,0,0,40,39,<=50K
44,3,67671,10,2,5,0,4,1,0,0,40,39,<=50K
23,3,257621,13,4,12,1,4,0,0,0,45,39,<=50K
22,3,180052,10,4,12,3,4,1,0,0,20,39,<=50K
59,3,656036,13,5,0,4,4,1,0,0,60,39,<=50K
46,3,215943,9,0,10,4,4,0,0,0,40,39,<=50K
30,3,488720,11,2,5,0,4,1,0,0,40,26,<=50K
31,3,305692,10,2,12,5,2,0,0,0,40,39,<=50K
64,3,114994,9,2,7,0,4,1,0,0,20,39,<=50K
45,3,88265,9,4,6,3,4,0,0,0,40,39,<=50K
59,3,168569,9,2,6,0,4,1,0,1887,40,39,>50K
32,3,175413,9,4,0,2,2,0,0,0,40,23,<=50K
43,3,161226,13,2,6,0,0,1,0,0,40,39,<=50K
66,2,160995,6,0,8,1,4,0,1086,0,20,39,<=50K
23,3,208598,10,4,12,1,4,1,0,0,45,39,<=50K
49,5,200471,9,2,2,0,4,1,0,0,40,39,<=50K
32,3,256609,8,2,6,0,4,1,0,0,40,26,<=50K
49,3,176684,11,4,3,4,4,0,0,0,40,39,<=50K
33,3,206512,10,0,10,1,4,1,0,0,40,39,<=50K
28,3,212640,15,4,10,1,4,0,0,0,85,39,<=50K
47,3,148724,9,2,12,0,2,1,0,0,40,39,<=50K
41,3,266510,9,4,7,3,4,1,0,0,40,39,<=50K
34,1,240252,14,2,3,0,4,1,0,0,40,39,>50K
25,3,358975,9,4,7,1,4,0,0,0,35,39,<=50K
20,2,124242,10,4,8,3,4,0,0,0,40,39,<=50K
21,3,434710,10,4,12,1,4,0,0,0,15,39,<=50K
25,3,204338,9,4,4,4,4,1,0,0,30,0,<=50K
46,3,241844,5,2,7,0,4,1,0,0,40,39,<=50K
41,3,221947,10,2,2,0,4,1,0,0,56,39,>50K
44,3,111483,9,4,0,3,4,1,0,1504,50,39,<=50K
30,3,65278,9,2,13,0,4,1,0,0,40,39,>50K
54,3,133403,10,2,6,0,4,1,0,0,40,39,<=50K
35,5,166416,9,2,4,0,4,1,0,0,99,39,<=50K
58,2,142158,9,6,8,1,4,0,0,0,12,39,<=50K
21,3,221480,10,4,13,3,4,0,0,0,25,7,<=50K
35,5,189878,14,2,12,0,4,1,0,0,40,39,>50K
35,3,278403,15,2,10,0,4,1,0,0,80,39,>50K
19,3,184710,10,4,2,3,4,1,0,0,20,39,<=50K
48,3,177775,9,0,3,1,4,0,0,0,40,39,<=50K
56,2,275943,10,2,8,0,4,1,0,0,40,27,<=50K
65,5,225473,10,6,2,1,4,0,0,0,35,39,<=50K
40,3,289403,13,5,0,4,2,1,0,0,35,39,<=50K
26,3,269060,9,4,0,1,4,0,0,0,40,39,<=50K
45,3,449354,10,2,3,0,4,1,0,0,40,39,<=50K
26,3,214413,10,4,2,3,4,1,0,0,40,39,<=50K
32,3,80058,9,2,0,0,4,1,0,0,40,39,<=50K
35,3,202027,13,0,3,1,4,1,27828,0,50,39,>50K
22,5,123440,10,4,2,1,4,1,0,0,48,39,<=50K
37,3,191524,11,5,10,3,4,0,0,0,38,39,<=50K
25,3,308144,13,4,2,1,4,1,0,0,40,26,<=50K
46,3,205100,11,2,3,0,4,1,0,0,48,39,>50K
30,3,195750,9,4,5,3,4,1,0,0,27,39,<=50K
63,3,149756,12,0,3,1,4,1,0,0,40,39,>50K
51,1,240358,9,2,11,0,4,1,0,0,40,39,>50K
36,3,356838,16,2,10,0,4,1,0,0,50,2,<=50K
28,4,115705,10,4,3,1,4,1,0,0,50,39,<=50K
41,1,137142,10,2,12,0,4,1,0,0,40,39,<=50K
47,3,296066,10,2,10,0,4,1,0,0,40,39,<=50K
22,3,401335,10,4,7,4,2,0,0,0,30,39,<=50K
33,2,182771,13,4,8,3,1,1,0,0,80,30,<=50K
34,4,186824,15,2,10,0,4,1,15024,0,40,39,>50K
46,0,162187,13,2,10,0,4,1,0,0,40,39,>50K
28,3,98010,10,3,0,3,4,0,0,0,40,39,<=50K
36,3,172538,9,2,2,0,4,1,0,0,52,39,>50K
18,3,80163,10,4,12,3,4,0,0,0,20,39,<=50K
33,1,43959,14,2,10,0,4,1,7688,0,50,39,>50K
51,3,162632,9,2,14,0,4,1,7298,0,60,39,>50K
56,5,115422,9,2,3,0,4,1,0,0,35,39,<=50K
54,3,100933,9,4,0,4,4,0,0,0,40,39,<=50K
29,3,270379,9,4,3,4,2,0,0,0,40,39,<=50K
40,3,20109,10,0,5,1,0,0,0,0,84,39,<=50K
53,3,114758,14,2,3,0,4,1,15024,0,65,39,>50K
22,3,100345,9,4,5,3,4,1,0,0,35,39,<=50K
33,3,184901,9,2,6,0,4,1,0,0,40,39,>50K
28,3,87239,9,0,14,1,4,1,0,0,50,39,<=50K
63,3,127363,10,2,10,5,4,0,0,0,12,39,<=50K
53,0,199720,16,2,10,0,4,1,15024,0,60,11,>50K
37,3,143058,6,2,2,0,4,1,0,0,50,39,<=50K
50,0,36489,10,0,3,4,4,1,0,0,40,39,<=50K
22,3,141698,9,4,2,3,4,1,0,0,40,39,<=50K
40,0,26358,12,4,0,1,4,0,0,0,40,39,<=50K
22,3,195532,13,4,10,1,4,0,8614,0,40,39,>50K
21,3,30039,10,4,10,3,4,1,0,0,40,39,<=50K
25,3,125159,12,2,5,0,2,1,0,0,40,23,<=50K
20,3,246250,10,4,2,1,4,0,0,0,40,39,<=50K
43,0,77370,9,2,14,0,4,1,0,0,40,39,<=50K
29,3,355569,11,4,3,4,4,0,0,0,50,39,<=50K
32,3,180603,13,2,12,0,4,1,0,0,40,39,>50K
42,3,201785,14,2,12,0,4,1,0,0,50,39,>50K
33,3,256211,9,2,6,0,1,1,0,0,40,35,<=50K
27,3,146764,10,2,3,5,4,0,0,0,40,39,>50K
22,2,211968,10,4,8,3,4,0,0,0,40,20,<=50K
29,3,200515,10,2,6,0,4,1,0,0,38,39,<=50K
29,3,52636,9,2,14,0,4,1,0,0,40,39,<=50K
20,3,27049,10,4,3,3,4,0,0,0,20,39,<=50K
35,3,111128,6,4,0,3,4,1,0,0,40,39,<=50K
31,5,348038,13,2,10,0,4,1,0,1902,50,33,>50K
33,3,93930,9,4,2,1,4,1,0,0,50,39,<=50K
67,3,397831,10,2,3,0,4,1,0,1539,40,39,<=50K
46,3,33794,10,2,10,0,4,1,0,0,10,39,<=50K
45,3,178215,5,2,6,5,4,0,0,0,40,39,>50K
17,1,191910,7,4,12,3,4,1,0,0,20,39,<=50K
35,3,340110,13,2,3,0,4,1,0,1848,70,39,>50K
48,5,133694,13,3,3,1,2,1,0,0,40,23,>50K
49,3,148398,9,0,6,1,2,0,0,0,40,39,<=50K
20,3,133515,10,4,12,2,4,0,0,0,40,39,<=50K
27,3,181667,9,2,6,0,4,1,5013,0,46,2,<=50K
64,3,159715,10,2,2,0,4,1,0,0,20,39,<=50K
53,0,174040,10,5,2,1,2,1,0,0,40,39,<=50K
52,3,117700,9,0,0,1,4,0,0,0,40,39,<=50K
29,3,37215,9,2,2,0,4,1,0,0,55,39,<=50K
32,4,46807,9,2,2,0,4,1,99999,0,40,39,>50K
48,5,317360,13,2,10,5,4,0,0,0,20,39,>50K
30,3,425627,10,4,2,2,4,1,0,0,40,26,<=50K
34,3,82623,9,2,7,0,4,1,0,0,20,39,<=50K
19,2,63574,10,4,8,3,4,1,0,0,50,39,<=50K
39,3,140854,9,4,10,1,4,1,0,0,50,39,<=50K
28,3,185061,7,4,5,2,4,1,0,0,40,39,<=50K
17,3,160118,8,4,12,1,4,0,0,0,10,0,<=50K
54,3,282680,13,4,10,1,4,0,0,0,50,39,<=50K
24,3,137591,10,4,12,3,4,1,0,1762,40,39,<=50K
25,3,198163,9,4,3,3,4,0,0,0,40,39,<=50K
25,3,132749,7,0,7,4,4,0,0,0,12,39,<=50K
48,1,31264,10,2,3,5,4,0,5178,0,40,39,>50K
24,3,399449,13,4,12,3,4,0,0,0,40,39,<=50K
31,3,27494,10,2,12,0,1,1,0,0,50,36,<=50K
47,3,368561,10,2,2,0,4,1,0,0,40,39,>50K
45,3,102096,13,2,3,0,4,1,0,0,40,0,>50K
19,3,406078,10,4,0,3,4,0,0,0,25,39,<=50K
52,4,100506,10,2,12,0,4,1,15024,0,50,39,>50K
52,3,29658,9,2,0,0,4,1,0,0,40,39,<=50K
19,2,20469,9,4,8,2,1,0,0,0,12,35,<=50K
60,3,181953,9,2,14,0,4,1,0,0,28,39,<=50K
43,3,304175,14,2,10,0,4,1,0,0,50,39,>50K
24,3,170070,12,0,7,3,4,0,0,0,30,39,<=50K
20,2,193416,10,4,8,3,4,0,0,0,40,39,<=50K
51,3,194908,9,4,0,1,4,0,0,0,40,39,<=50K
38,5,357962,5,0,2,1,4,1,0,0,40,39,<=50K
21,3,214716,10,4,0,3,4,0,0,0,10,39,<=50K
40,4,207578,9,2,0,0,4,1,0,0,50,39,>50K
54,3,146409,10,6,3,4,4,0,0,0,40,39,<=50K
35,3,341643,13,4,7,2,4,1,0,0,50,39,<=50K
52,3,131631,7,5,6,4,2,1,0,0,40,39,<=50K
53,3,88842,9,2,3,0,4,1,99999,0,40,39,>50K
56,2,128900,10,6,8,1,2,0,0,0,40,39,<=50K
35,3,417136,9,0,2,4,2,1,0,0,40,39,<=50K
43,5,336763,10,0,12,4,4,0,0,880,42,39,<=50K
29,3,209301,13,2,2,0,4,1,0,0,40,2,<=50K
29,3,120986,9,2,14,0,0,1,0,0,65,39,<=50K
27,3,51025,9,4,7,1,4,0,0,0,40,39,<=50K
58,3,218281,13,2,0,0,4,1,0,0,40,26,<=50K
64,3,114994,9,2,5,0,4,1,0,0,18,39,<=50K
53,3,335481,9,2,0,5,2,0,0,0,32,39,<=50K
21,3,174503,9,4,0,1,4,0,0,0,30,39,<=50K
40,5,230478,12,0,3,1,4,1,0,0,30,39,<=50K
52,6,149650,16,2,10,0,4,1,0,0,40,20,>50K
38,3,149419,11,4,13,1,4,1,0,0,50,39,<=50K
40,2,341539,10,0,8,1,4,0,0,0,30,39,<=50K
39,3,185099,9,2,3,0,4,1,0,0,40,39,<=50K
56,2,132930,14,4,8,1,4,0,0,0,50,39,>50K
